org_key,raw_org_name,source_file,wave_date,theme,question,answer,canonical_org_id,org_name
ecopulsetechnologies,EcoPulse Technologies,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,"Top 3 Needs for EcoPulse Technologies at the Moment: Short-term Financial Stability & Bridge Funding Due to delays in the release of approved public funds, we are experiencing temporary cash flow challenges. While we have confirmed incoming resources (e.g., R$100,000 from Ambev's AMA brand), we currently need short-term bridge funding or financial support to maintain operations and deliver ongoing projects without interruption. Strategic Partnerships for Scaling Impact As a non-profit with transformative solutions, we are looking to deepen strategic partnerships—with both the private and public sectors—that can support us in scaling our initiatives. We seek partners who can offer not only funding but also shared infrastructure, distribution channels, or technical expertise. Strengthening Sales & Distribution Capabilities Following our participation in the Aurelia Impact Accelerator, we have matured our portfolio and commercial strategy. Now, we need support in implementing this strategy—especially in expanding our sales and distribution capabilities to ensure our solutions reach more communities across Brazil and beyond.",org_008,EcoPulse Technologies
palmbrookinnovations,Palmbrook Innovations,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,"Growth capital to scale government-partnered programs across 10 African countries Strengthened AI-driven data infrastructure for automated screening and reporting Strategic partnerships with insurers, pension funds, and outcome funders to expand results-based financing",org_062,Palmbrook Innovations
ashgrovesolutions,Ashgrove Solutions,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,"Access to international buyers in healthcare, gates foundation and global fund",org_063,Ashgrove Solutions
larkspurhealthnetwork,Larkspur Health Network,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,"Intro to investors Intro to decision making persons at MOH , EHA, UHIA, WHO Intros to impact funds",org_064,Larkspur Health Network
brightwellsolutions,BrightWell Solutions,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,Working capital to scale production and meet increasing demand to have products instore Distribution partnerships to expand reach into rural and hard-to-reach areas. Grant or equity funding to pilot a menstrual health tracking and education app under BrightWell Solutions Femtech,org_015,BrightWell Solutions
purecircleinnovations,PureCircle Innovations,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,• Additional investment into our current 5 verticals • New investment for additional verticals • Resourcing and overhead costs as we pilot and scale,org_003,PureCircle Innovations
windmeretechnologies,Windmere Technologies,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,Additional Capital Hiring talent Marketing support,org_065,Windmere Technologies
clearwaveafrica,ClearWave Africa,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,"1. Developing a go market sales strategy 2. Building a sales team (transitioning and integrating from a R&D company into a sales and impactful social company) We are planning to absorb 100 sales agents and distributors - in 4 sectors of market (ECD, WASH, Agriculture and EDUCATION Sector). 3. Rebranding: Reposition and rebranding the company - to communicate 1 message on all platforms - reposition ClearWave Africa into an open for market company from a R&D, Sales & Impact Perspective.",org_002,ClearWave Africa
copperleafhealthgroup,Copperleaf Health Group,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,IP management for new product versions/technology iterations Consulting on technology validation frameworks Customer introductions,org_066,Copperleaf Health Group
fernhillinnovations,Fernhill Innovations,IMM_Assessment_October_2025.csv,2025-10,Needs,What are your top 3 needs as an organisation at the moment?,'- Advice from experts on how to structure opening in new markets - Marketing (always!) - Growth funding,org_067,Fernhill Innovations
meadowlightventures,Meadowlight Ventures,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?",We are in full partnership with MTN to launch our services on their platform to over 899k SMEs and 85 million individual users,org_056,Meadowlight Ventures
ecobridgeinnovations,EcoBridge Innovations,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","We are excited to share some important upcoming milestones. H2O Air has reached the finals of the Unlock Her Future Prize 2025 by The Bicester Collection, where we are among the top two finalists from Pakistan. This year, the prize is supported by Shoka South Asia, Oxford University’s Saïd Business School, and UN Women, and we look forward to making the most of this opportunity. We will also be sharing our journey at the One Young World stage in Munich, with some announcements planned on that front. In addition, our project under the Youth4Climate Award by UNDP is beginning soon, where we will pilot blockchain and digital wallet–powered resource distribution to support financial inclusion for rural women in Pakistan. Finally, the H2O Air Launch Event in partnership with Aurelia is also under planning, which we are very excited to bring to life.",org_054,EcoBridge Innovations
novaterrasolutions,Novaterra Solutions,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Our CEO, Judith was named as one of Business Daily Top 40 Under 40 Women in Kenya and one of the Top 10 Faces Changing Africa by StArfrica",org_057,Novaterra Solutions
lifespringinnovations,LifeSpring Innovations,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Since completing the cohort, we have commenced the installation of a container-based public convenience at the Abule Egba Bus Lay-by in Lagos. This pilot project, delivered in partnership with SolarBridge Technologies, represents a significant milestone — it marks the start of local manufacturing of SolarBridge Technologies biodigesters in Nigeria.",org_026,LifeSpring Innovations
aquavantagegroup,AquaVantage Group,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?",We are eagerly waiting for the second phase disbursement.,org_030,AquaVantage Group
brightfieldenterprises,Brightfield Enterprises,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Proud of reaching millions with health education, improving access to care, and supporting informed health decisions. The programme has helped us scale sustainably and amplify our impact.",org_058,Brightfield Enterprises
bluehorizonwater,BlueHorizon Water,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?",A new milestone we are excited about is the expansion of on our Banking on Women's Health Conference beyond Lagos to Kaduna,org_025,BlueHorizon Water
truenorthimpact,TrueNorth Impact,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","We are also excited to share that we are now moving into the next phase of our fluoride project. We will soon launch the first household-level fluoride-removing water filter in Kenya, which is a major milestone for us and for the communities affected by high fluoride levels.",org_028,TrueNorth Impact
sunwellafrica,SunWell Africa,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","SunWell Africa App has been released and gotten to 1200 users in 4 months with monthly academy visits of over 6500 We designed an initiative called SunWell Africa Champion to aggregate trusted health Educators across Africa on the SunWell Africa Pregnancy Academy, and right now, we have Aproko Doctor and about 10 other medical professionals signed up to commit to this initiative. We were part Nigerian startup that participated in African CDC tech bootcamp in Ghana",org_027,SunWell Africa
earthguardsolutions,EarthGuard Solutions,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","We’re incredibly proud to share that just two months ago, EarthGuard Solutions water was awarded the Global Citizen Waislitz Prize which came with a $100,000 grant and global recognition at the Global Citizen Festival in New York. This milestone has opened transformative opportunities for us. Through a partnership facilitated by Global Citizen, we are now set to build 500 water Infrastructure and scale safe water access to over 100,000 people by 2026. This recognition has not only affirmed our work but also accelerated our vision for national impact proving that youth-led, locally rooted innovation can solve some of Africa’s biggest challenges. We are excited about what’s ahead and deeply grateful for ecosystems like Aurelia’s Access Accelerator that laid the foundation for moments like this. While in New York, Joshua also participated in recktt facilated events including the Propel Lunch and events at the goals house where he met the CEO of Aurelia and showed hom some of what we have accomplished in Nigeria through the Propel acclerator.",org_024,EarthGuard Solutions
hydroguardsolutions,HydroGuard Solutions,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","For now, we are proud of being still working after all the problems that reached our company this year. We know for a 2026 more expressive and impactful.",org_007,HydroGuard Solutions
freshwavesolutions,FreshWave Solutions,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Our non-profit launched a report on online child safety for intellectually challenged students. It was wonderful to attend in person some of the Aurelia Propel activities at UN General Assembly We won some Diversity and Inclusion awards this year 0 Award for Inclusive Social Enterprise; and our non-profit bagged ""best gender lens for development program"" We also won the 2024 (dec) Project Management Institute Award for Best Social Impact Project",org_031,FreshWave Solutions
argentwatertechnologies,Argent Water Technologies,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Shortly before the program concluded, we closed a convertible note with Bayer and the WeShare Foundation. We’re also in the Vilgro–Boehringer Ingelheim incubation/acceleration program to strengthen our readiness for the current fundraising round",org_060,Argent Water Technologies
terranovawatergroup,TerraNova Water Group,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Successful deployment of OASIS Boxes in Kenya and first installations with UNRWA in Jordan, expanding access to clean water for refugees. Carbon Credit LOI approval from Pakistan’s Ministry of Climate Change, a national first for safe drinking water projects. Launch of the AI-powered Smart Water Hub, integrating real-time monitoring and predictive maintenance across all units.",org_053,TerraNova Water Group
wellspringtechnologies,WellSpring Technologies,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Yes, we are very excited about several recent milestones that reflect our growing impact. In October 15th 2025, WellSpring Technologies, in partnership with PureGuard Nigeria , successfully hosted the Global Handwashing Day Celebration at Shalom Amusement Park, Alimosho, Lagos. The event brought together over 800 pupils and 95 teachers from underprivileged primary schools, creating a joyful and memorable learning experience on the importance of proper hand hygiene. We are also thrilled about our ongoing partnership with Daraju Industries Limited, which is currently implementing a hygiene education project across 50 primary schools. This collaboration is expanding our reach and strengthening hygiene behaviour among children and teachers at the grassroots level. We have given out over 30,000 hygiene packs which includes facetowels, toothpastes, toothbrushes, tabletsoaps, detergents and sanitizers. Another major highlight is the innovation of the Amaka Chukwu Hygiene Bucket, designed to provide affordable access to running water in schools that lack proper water facilities. To date, the hygiene bucket has been deployed in several underprivileged schools across Alimosho, making daily handwashing possible and sustainable for thousands of children. In our efforts we have reached over 450,000 students in Alimosho since 2014, when we started hygiene out reaches in Alimosho, we have over 300 school networks we are working with. Together, these milestones mark a season of growth and renewed commitment to our vision of reaching 1 million children with life-changing hygiene education and facilities by 2030.",org_013,WellSpring Technologies
ecopulsetechnologies,EcoPulse Technologies,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?",We are proud to share that EcoPulse Technologies has been awarded the SESI ODS Seal for the third consecutive year. This recognition highlights our continued commitment to the Sustainable Development Goals (SDGs) and acknowledges the tangible impact of our initiatives on social and environmental transformation in Brazil.,org_008,EcoPulse Technologies
palmbrookinnovations,Palmbrook Innovations,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?",• Named “Startups to Watch 2025” by Bloomberg and Africa Digital Health Network (ADHN) • Rwanda hard launch preparations; Mindful for Schools and Workplaces in pipeline • Ajala anonymous calling platform moving to national-scale pilots with insurer partnerships,org_062,Palmbrook Innovations
larkspurhealthnetwork,Larkspur Health Network,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?",Selected for Google Govtech AI program 2025,org_064,Larkspur Health Network
brightwellsolutions,BrightWell Solutions,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","We recently co-convened Nigeria’s first-ever Menstrual Health & Hygiene Summit 2025, alongside the Federal Ministry of Women Affairs, bringing together 200+ stakeholders. BrightWell Solutions was named a finalist for the Study UK Alumni Awards 2025 in Business Innovation. We are piloting a WhatsApp-based menstrual health chatbot through our tech arm, Obrin Health, to improve access to SRHR information for girls and women in underserved communities.",org_015,BrightWell Solutions
purecircleinnovations,PureCircle Innovations,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","• RV - We won the 2025 CSI Legacy Award for Best Social Enterprise • Mpathy - We opened an additional 3 clinics • TF - Participated in an international dialogue with 17 countries in Uganda via our Change the Game Academy partnership • Tabula Rasa - Standard Bank Skills2Jobs initiative • Personal - Any of my personal GBV initiatives as MD of the company? (petition handover to president, AMAZI Safe Women Build Economies campaign, Advocacy as Strategic Advisor to Women For Change)",org_003,PureCircle Innovations
windmeretechnologies,Windmere Technologies,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","We were selected for ADHN Top 20 Start Up Watchlist. We were selected for CcHubs Digital Public Infrastructure program funded by the Gates Foundation We are being shortlisted for Impact Innovations Foundation Social Enterprise of The Year Award Im excited to share the development of our mobile app, to be completed Q1 of next year 🥳 We are integrating with 2 more Healthcare Providers to power their telemedicine - Synlab and Sunu Health.",org_065,Windmere Technologies
clearwaveafrica,ClearWave Africa,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","1. PR & Communication: ClearWave Africa was selected as a key note speaker at the Department of Water & Sanitation Conference - Speaking on the impact of innovation and government uptake. 2. African Markets: We have opened new business development markets in SADC (Malawi and Swaziland). We are on course to establish West African Market in Q2. 3. Partnerships of Impact: We have partnered with 2 major event organizers in the Gauteng - to be a Sanitation and Hygiene Partner at their upcoming Festivals from Dec 2025 till Jan 2027. The partnership sees and gives ClearWave Africa an opportunity to contribute in washing over 50, 000 hands of attendees at a public event. 4. Training: We have this year trained 10 unemployed youth and 12 plumbers from the township of Mabopane on WASH and product installation. 5. Team Growth: We have employed 3 new employees to join our Sales Department",org_002,ClearWave Africa
copperleafhealthgroup,Copperleaf Health Group,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?","Following pilots in Tajikistan and Singapore, we received awards from the United Nations Environment Programme and American Society of Mechanical Engineers. Some coverage of our work in 2025 can be found in this short documentary produced by UNEP: https://media.un.org/unifeed/en/asset/d344/d3447533 We are currently working on technology/product iterations for Cycleau customized to densely-contaminated wastewater streams in off-grid settings. This new version of Cycleau will be available for distribution in off-grid markets in Spring/Summer 2026.",org_066,Copperleaf Health Group
fernhillinnovations,Fernhill Innovations,IMM_Assessment_October_2025.csv,2025-10,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)?",Kenya's performance has been phenomenal - we have reached all time highs every month for the past 6 months. We believe this is from marketing which we really attribute to Aurelia! We are actively scaling into new markets (most imminent is Mexico however we are eyeing 3-5 new countries in the next 2 years) and are launching a fundraise to fuel this next phase of growth.,org_067,Fernhill Innovations
